id,cidade,cidade_estado,latitude,longitude,estado,valor
4067,HERVEIRAS,HERVEIRAS - RS,-29.4,-52.65,RS,17036.15856
4068,HORIZONTINA,HORIZONTINA - RS,-27.62,-54.3,RS,110500.1665
4069,HULHA NEGRA,HULHA NEGRA - RS,-31.4,-53.86,RS,31128.78179
4070,HUMAITA,HUMAITA - RS,-27.56,-53.97,RS,35125.75599
4071,IBARAMA,IBARAMA - RS,-29.41,-53.13,RS,31587.81479
4072,IBIACA,IBIACA - RS,-28.05,-51.85,RS,36843.01182
4073,IBIRAIARAS,IBIRAIARAS - RS,-28.37,-51.63,RS,48886.49402
4074,IBIRAPUITA,IBIRAPUITA - RS,-28.62,-52.51,RS,36200.79718
4075,IBIRUBA,IBIRUBA - RS,-28.62,-53.09,RS,119493.0868
4076,IGREJINHA,IGREJINHA - RS,-29.57,-50.79,RS,165246.2252
4077,IJUI,IJUI - RS,-28.38,-53.91,RS,504128.5048
4078,ILOPOLIS,ILOPOLIS - RS,-28.92,-52.12,RS,25360.38566
4079,IMBE,IMBE - RS,-29.97,-50.12,RS,57692.21542
4080,IMIGRANTE,IMIGRANTE - RS,-29.35,-51.77,RS,23523.1798
4081,INDEPENDENCIA,INDEPENDENCIA - RS,-27.83,-54.18,RS,46321.37258
4082,INHACORA,INHACORA - RS,-27.88,-54.01,RS,15126.70923
4083,IPE,IPE - RS,-28.82,-51.27,RS,36841.73974
4084,IPIRANGA DO SUL,IPIRANGA DO SUL - RS,-27.93,-52.42,RS,15780.76104
4085,IRAI,IRAI - RS,-27.19,-53.25,RS,56956.91296
4086,ITAARA,ITAARA - RS,-29.61,-53.76,RS,24292.36423
4087,ITACURUBI,ITACURUBI - RS,-28.78,-55.25,RS,22627.30533
4088,ITAPUCA,ITAPUCA - RS,-28.78,-52.17,RS,16990.45408
4089,ITAQUI,ITAQUI - RS,-29.12,-56.55,RS,267563.766
4090,ITATIBA DO SUL,ITATIBA DO SUL - RS,-27.38,-52.45,RS,41850.64052
4091,IVORA,IVORA - RS,-29.52,-53.58,RS,16570.34464
4092,IVOTI,IVOTI - RS,-29.59,-51.16,RS,79509.61081
4093,JABOTICABA,JABOTICABA - RS,-27.63,-53.27,RS,29540.50814
4094,JACUTINGA,JACUTINGA - RS,-27.72,-52.53,RS,30130.22149
4095,JAGUARAO,JAGUARAO - RS,-32.56,-53.37,RS,206495.9837
4096,JAGUARI,JAGUARI - RS,-29.49,-54.69,RS,85557.4731
4097,JAQUIRANA,JAQUIRANA - RS,-28.88,-50.35,RS,27227.93534
4098,JARI,JARI - RS,-29.29,-54.22,RS,25661.75493
4099,JOIA,JOIA - RS,-28.64,-54.12,RS,51432.42058
4100,JULIO DE CASTILHOS,JULIO DE CASTILHOS - RS,-29.22,-53.68,RS,133406.3524
4101,LAGOA DOS PATOS,LAGOA DOS PATOS - RS,-31.2,-51.39,RS,0
4102,LAGOA DOS TRES CANTOS,LAGOA DOS TRES CANTOS - RS,-28.57,-52.85,RS,10192.90427
4103,LAGOA MIRIM,LAGOA MIRIM - RS,-31.2,-51.39,RS,0
4104,LAGOA VERMELHA,LAGOA VERMELHA - RS,-28.2,-51.52,RS,179782.3037
4105,LAGOAO,LAGOAO - RS,-29.23,-52.79,RS,39059.18289
4106,LAJEADO,LAJEADO - RS,-29.46,-51.96,RS,394411.4433
4107,LAJEADO DO BUGRE,LAJEADO DO BUGRE - RS,-27.68,-53.18,RS,14120.74353
4108,LAVRAS DO SUL,LAVRAS DO SUL - RS,-30.81,-53.89,RS,49447.83973
4109,LIBERATO SALZANO,LIBERATO SALZANO - RS,-27.6,-53.07,RS,44554.2115
4110,LINDOLFO COLLOR,LINDOLFO COLLOR - RS,-29.59,-51.2,RS,24335.8718
4111,LINHA NOVA,LINHA NOVA - RS,-29.46,-51.2,RS,9133.792274
4112,MACAMBARA,MACAMBARA - RS,-29.14,-56.06,RS,30797.92133
4113,MACHADINHO,MACHADINHO - RS,-27.56,-51.66,RS,39834.07268
4114,MAMPITUBA,MAMPITUBA - RS,-29.21,-49.93,RS,18951.25723
4115,MANOEL VIANA,MANOEL VIANA - RS,-29.58,-55.48,RS,37995.79012
4116,MAQUINE,MAQUINE - RS,-29.67,-50.2,RS,48846.50836
4117,MARATA,MARATA - RS,-29.54,-51.55,RS,15414.30682
4118,MARAU,MARAU - RS,-28.44,-52.2,RS,176513.479
4119,MARCELINO RAMOS,MARCELINO RAMOS - RS,-27.46,-51.9,RS,42373.61424
4120,MARIANA PIMENTEL,MARIANA PIMENTEL - RS,-30.35,-51.58,RS,21728.71483
4121,MARIANO MORO,MARIANO MORO - RS,-27.35,-52.14,RS,17248.35611
4122,MARQUES DE SOUZA,MARQUES DE SOUZA - RS,-29.32,-52.09,RS,29595.59735
4123,MATA,MATA - RS,-29.56,-54.46,RS,38205.94382
4124,MATO CASTELHANO,MATO CASTELHANO - RS,-28.27,-52.19,RS,15797.41424
4125,MATO LEITAO,MATO LEITAO - RS,-29.52,-52.12,RS,20128.01566
4126,MAXIMILIANO DE ALMEIDA,MAXIMILIANO DE ALMEIDA - RS,-27.63,-51.8,RS,41429.0629
4127,MINAS DO LEAO,MINAS DO LEAO - RS,-30.12,-52.04,RS,45010.67069
4128,MIRAGUAI,MIRAGUAI - RS,-27.49,-53.68,RS,34116.90859
4129,MONTAURI,MONTAURI - RS,-28.65,-52.07,RS,12590.8908
4130,MONTE ALEGRE DOS CAMPOS,MONTE ALEGRE DOS CAMPOS - RS,-28.68,-50.78,RS,17679.01123
4131,MONTE BELO DO SUL,MONTE BELO DO SUL - RS,-29.16,-51.63,RS,17261.82689
4132,MONTENEGRO,MONTENEGRO - RS,-29.68,-51.46,RS,339607.5516
4133,MORMACO,MORMACO - RS,-28.69,-52.69,RS,14965.45359
4134,MORRINHOS DO SUL,MORRINHOS DO SUL - RS,-29.36,-49.93,RS,21556.07338
4135,MORRO REDONDO,MORRO REDONDO - RS,-31.58,-52.63,RS,40816.59626
4136,MORRO REUTER,MORRO REUTER - RS,-29.53,-51.08,RS,29169.51911
4137,MOSTARDAS,MOSTARDAS - RS,-31.1,-50.92,RS,59286.05315
4138,MUCUM,MUCUM - RS,-29.16,-51.86,RS,33876.57568
4139,MUITOS CAPOES,MUITOS CAPOES - RS,-28.31,-51.18,RS,16342.05077
4140,MULITERNO,MULITERNO - RS,-28.32,-51.76,RS,11199.02447
4141,NAO-ME-TOQUE,NAO-ME-TOQUE - RS,-28.45,-52.82,RS,86784.30469
4142,NICOLAU VERGUEIRO,NICOLAU VERGUEIRO - RS,-28.53,-52.46,RS,11354.67765
4143,NONOAI,NONOAI - RS,-27.36,-52.77,RS,88602.16727
4144,NOVA ALVORADA,NOVA ALVORADA - RS,-28.67,-52.16,RS,18730.39767
4145,NOVA ARACA,NOVA ARACA - RS,-28.65,-51.74,RS,19501.80887
4146,NOVA BASSANO,NOVA BASSANO - RS,-28.72,-51.7,RS,50574.64722
4147,NOVA BOA VISTA,NOVA BOA VISTA - RS,-27.99,-52.97,RS,15544.05131
4148,NOVA BRESCIA,NOVA BRESCIA - RS,-29.21,-52.02,RS,29565.46816
4149,NOVA CANDELARIA,NOVA CANDELARIA - RS,-27.6,-54.1,RS,20195.65674
4150,NOVA ESPERANCA DO SUL,NOVA ESPERANCA DO SUL - RS,-29.41,-54.82,RS,23653.72203
4151,NOVA HARTZ,NOVA HARTZ - RS,-29.58,-50.9,RS,81419.04677
4152,NOVA PADUA,NOVA PADUA - RS,-29.02,-51.3,RS,15052.88591
4153,NOVA PALMA,NOVA PALMA - RS,-29.47,-53.46,RS,37854.86218
4154,NOVA PETROPOLIS,NOVA PETROPOLIS - RS,-29.37,-51.11,RS,102422.6709
4155,NOVA PRATA,NOVA PRATA - RS,-28.78,-51.61,RS,105634.659
4156,NOVA RAMADA,NOVA RAMADA - RS,-28.06,-53.69,RS,19177.36238
4157,NOVA ROMA DO SUL,NOVA ROMA DO SUL - RS,-28.99,-51.4,RS,20488.80003
4158,NOVA SANTA RITA,NOVA SANTA RITA - RS,-29.85,-51.27,RS,74827.15736
4159,NOVO BARREIRO,NOVO BARREIRO - RS,-27.9,-53.1,RS,24576.60747
4160,NOVO CABRAIS,NOVO CABRAIS - RS,-29.73,-52.94,RS,20749.45813
4161,NOVO HAMBURGO,NOVO HAMBURGO - RS,-29.67,-51.13,RS,1500356.943
4162,NOVO MACHADO,NOVO MACHADO - RS,-27.57,-54.5,RS,34089.52336
4163,NOVO TIRADENTES,NOVO TIRADENTES - RS,-27.56,-53.18,RS,18535.42302
4164,OSORIO,OSORIO - RS,-29.88,-50.27,RS,223778.7994
4165,PAIM FILHO,PAIM FILHO - RS,-27.71,-51.76,RS,33468.98076
4166,PALMARES DO SUL,PALMARES DO SUL - RS,-30.25,-50.51,RS,61999.3095
4167,PALMEIRA DAS MISSOES,PALMEIRA DAS MISSOES - RS,-27.89,-53.31,RS,257713.929
4168,PALMITINHO,PALMITINHO - RS,-27.35,-53.55,RS,43836.1954
4169,PANAMBI,PANAMBI - RS,-28.29,-53.5,RS,191974.2198
4170,PANTANO GRANDE,PANTANO GRANDE - RS,-30.19,-52.37,RS,65024.31946
4171,PARAI,PARAI - RS,-28.59,-51.78,RS,36621.10167
4172,PARAISO DO SUL,PARAISO DO SUL - RS,-29.66,-53.14,RS,41197.48634
4173,PARECI NOVO,PARECI NOVO - RS,-29.63,-51.39,RS,19831.96862
4174,PAROBE,PAROBE - RS,-29.62,-50.83,RS,269921.5974
4175,PASSA SETE,PASSA SETE - RS,-29.45,-52.96,RS,29478.58753
4176,PASSO DO SOBRADO,PASSO DO SOBRADO - RS,-29.74,-52.27,RS,33151.29567
4177,PASSO FUNDO,PASSO FUNDO - RS,-28.26,-52.4,RS,1005058.441
4178,PAVERAMA,PAVERAMA - RS,-29.55,-51.73,RS,47587.29188
4179,PEDRO OSORIO,PEDRO OSORIO - RS,-31.86,-52.82,RS,52253.45479
4180,PEJUCARA,PEJUCARA - RS,-28.42,-53.65,RS,27596.54812
4181,PELOTAS,PELOTAS - RS,-31.77,-52.34,RS,1846704.05
4182,PICADA CAFE,PICADA CAFE - RS,-29.44,-51.13,RS,24664.21046
4183,PINHAL,PINHAL - RS,-27.51,-53.21,RS,17084.08276
4184,PINHAL GRANDE,PINHAL GRANDE - RS,-29.34,-53.3,RS,30504.29818
4185,PINHEIRINHO DO VALE,PINHEIRINHO DO VALE - RS,-27.21,-53.61,RS,31279.16671
4186,PINHEIRO MACHADO,PINHEIRO MACHADO - RS,-31.57,-53.38,RS,84742.02307
4187,PIRAPO,PIRAPO - RS,-28.04,-55.19,RS,22736.68083
4188,PIRATINI,PIRATINI - RS,-31.44,-53.1,RS,108655.4194
4189,PLANALTO,PLANALTO - RS,-27.32,-53.05,RS,73367.13894
4190,POCO DAS ANTAS,POCO DAS ANTAS - RS,-29.45,-51.67,RS,12171.60109
4191,PONTAO,PONTAO - RS,-28.05,-52.67,RS,24064.05641
4192,PONTE PRETA,PONTE PRETA - RS,-27.65,-52.48,RS,15253.96489
4193,PORTAO,PORTAO - RS,-29.7,-51.24,RS,155325.0898
4194,PORTO ALEGRE,PORTO ALEGRE - RS,-30.03,-51.23,RS,1288879
4195,PORTO LUCENA,PORTO LUCENA - RS,-27.85,-55.01,RS,46717.8729
4196,PORTO MAUA,PORTO MAUA - RS,-27.57,-54.66,RS,18555.62931
4197,PORTO VERA CRUZ,PORTO VERA CRUZ - RS,-27.73,-54.9,RS,18252.51675
4198,PORTO XAVIER,PORTO XAVIER - RS,-27.9,-55.13,RS,75932.7544
4199,POUSO NOVO,POUSO NOVO - RS,-29.17,-52.2,RS,14992.89912
4200,PRESIDENTE LUCENA,PRESIDENTE LUCENA - RS,-29.51,-51.17,RS,12825.88694
4201,PROGRESSO,PROGRESSO - RS,-29.24,-52.31,RS,43883.22373
4202,PROTASIO ALVES,PROTASIO ALVES - RS,-28.75,-51.47,RS,13881.0262
4203,PUTINGA,PUTINGA - RS,-29,-52.15,RS,30153.19911
4204,QUARAI,QUARAI - RS,-30.38,-56.45,RS,161725.8332
4205,QUEVEDOS,QUEVEDOS - RS,-29.35,-54.07,RS,16695.59147
4206,QUINZE DE NOVEMBRO,QUINZE DE NOVEMBRO - RS,-28.74,-53.09,RS,23716.18217
4207,REDENTORA,REDENTORA - RS,-27.66,-53.63,RS,56682.53803
4208,RELVADO,RELVADO - RS,-29.11,-52.07,RS,14710.1217
4209,RESTINGA SECA,RESTINGA SECA - RS,-29.81,-53.37,RS,94900.34813
4210,RIO DOS INDIOS,RIO DOS INDIOS - RS,-27.3,-52.84,RS,32906.28312
4211,RIO GRANDE,RIO GRANDE - RS,-32.03,-52.09,RS,1097625.507
4212,RIO PARDO,RIO PARDO - RS,-29.99,-52.37,RS,246536.5513
4213,RIOZINHO,RIOZINHO - RS,-29.64,-50.45,RS,22461.04276
4214,ROCA SALES,ROCA SALES - RS,-29.28,-51.86,RS,56449.63484
4215,RODEIO BONITO,RODEIO BONITO - RS,-27.47,-53.16,RS,35863.88004
4216,ROLANTE,ROLANTE - RS,-29.65,-50.57,RS,110490.6437
4217,RONDA ALTA,RONDA ALTA - RS,-27.76,-52.8,RS,72095.41419
4218,RONDINHA,RONDINHA - RS,-27.82,-52.91,RS,45310.81639
4219,ROQUE GONZALES,ROQUE GONZALES - RS,-28.13,-55.02,RS,50394.12388
4220,ROSARIO DO SUL,ROSARIO DO SUL - RS,-30.25,-54.91,RS,250398.7001
4221,SAGRADA FAMILIA,SAGRADA FAMILIA - RS,-27.7,-53.13,RS,17521.86137
4222,SALDANHA MARINHO,SALDANHA MARINHO - RS,-28.39,-53.09,RS,21894.05605
4223,SALTO DO JACUI,SALTO DO JACUI - RS,-29.08,-53.21,RS,74752.10458
4224,SALVADOR DAS MISSOES,SALVADOR DAS MISSOES - RS,-28.12,-54.83,RS,19607.5121
4225,SALVADOR DO SUL,SALVADOR DO SUL - RS,-29.43,-51.51,RS,40129.87457
4226,SANANDUVA,SANANDUVA - RS,-27.95,-51.8,RS,98034.98293
4227,SANTA BARBARA DO SUL,SANTA BARBARA DO SUL - RS,-28.35,-53.24,RS,60890.23093
4228,SANTA CLARA DO SUL,SANTA CLARA DO SUL - RS,-29.46,-52.08,RS,30554.86699
4229,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL - RS,-29.71,-52.42,RS,604128.2604
4230,SANTA MARIA,SANTA MARIA - RS,-29.68,-53.8,RS,1466549.721
4231,SANTA MARIA DO HERVAL,SANTA MARIA DO HERVAL - RS,-29.49,-50.99,RS,37575.69158
4232,SANTA ROSA,SANTA ROSA - RS,-27.87,-54.48,RS,413138.2886
4233,SANTA TEREZA,SANTA TEREZA - RS,-29.16,-51.73,RS,12224.97507
4234,SANTA VITORIA DO PALMAR,SANTA VITORIA DO PALMAR - RS,-33.51,-53.36,RS,195535.1602
4235,SANTANA DA BOA VISTA,SANTANA DA BOA VISTA - RS,-30.87,-53.11,RS,56946.53725
4236,SANTANA DO LIVRAMENTO,SANTANA DO LIVRAMENTO - RS,-30.89,-55.53,RS,569085.9724
4237,SANTIAGO,SANTIAGO - RS,-29.19,-54.86,RS,349264.4976
4238,SANTO ANGELO,SANTO ANGELO - RS,-28.29,-54.26,RS,476759.8577
4239,SANTO ANTONIO DA PATRULHA,SANTO ANTONIO DA PATRULHA - RS,-29.81,-50.52,RS,224155.9469
4240,SANTO ANTONIO DAS MISSOES,SANTO ANTONIO DAS MISSOES - RS,-28.51,-55.22,RS,79297.85963
4241,SANTO ANTONIO DO PALMA,SANTO ANTONIO DO PALMA - RS,-28.49,-52.02,RS,15439.04181
4242,SANTO ANTONIO DO PLANALTO,SANTO ANTONIO DO PLANALTO - RS,-28.39,-52.69,RS,12391.88542
4243,SANTO AUGUSTO,SANTO AUGUSTO - RS,-27.85,-53.77,RS,94533.61962
4244,SANTO CRISTO,SANTO CRISTO - RS,-27.82,-54.66,RS,92334.59263
4245,SANTO EXPEDITO DO SUL,SANTO EXPEDITO DO SUL - RS,-27.9,-51.64,RS,16746.93586
4246,SAO BORJA,SAO BORJA - RS,-28.66,-56,RS,399726.8332
4247,SAO DOMINGOS DO SUL,SAO DOMINGOS DO SUL - RS,-28.53,-51.88,RS,17473.64382
4248,SAO FRANCISCO DE ASSIS,SAO FRANCISCO DE ASSIS - RS,-29.55,-55.13,RS,141896.9084
4249,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA - RS,-29.44,-50.58,RS,111918.9995
4250,SAO GABRIEL,SAO GABRIEL - RS,-30.33,-54.32,RS,399264.0942
4251,SAO JERONIMO,SAO JERONIMO - RS,-29.95,-51.72,RS,119003.7474
4252,SAO JOAO DA URTIGA,SAO JOAO DA URTIGA - RS,-27.82,-51.82,RS,34417.61982
4253,SAO JOAO DO POLESINE,SAO JOAO DO POLESINE - RS,-29.61,-53.44,RS,15561.473
4254,SAO JORGE,SAO JORGE - RS,-28.49,-51.7,RS,17899.59971
4255,SAO JOSE DAS MISSOES,SAO JOSE DAS MISSOES - RS,-27.78,-53.12,RS,20373.73192
4256,SAO JOSE DO HERVAL,SAO JOSE DO HERVAL - RS,-29.04,-52.29,RS,15489.14792
4257,SAO JOSE DO HORTENCIO,SAO JOSE DO HORTENCIO - RS,-29.52,-51.25,RS,18730.65541
4258,SAO JOSE DO INHACORA,SAO JOSE DO INHACORA - RS,-27.72,-54.12,RS,16561.67672
4259,SAO JOSE DO NORTE,SAO JOSE DO NORTE - RS,-32.01,-52.04,RS,137321.8056
4260,SAO JOSE DO OURO,SAO JOSE DO OURO - RS,-27.76,-51.59,RS,43283.12794
4261,SAO JOSE DOS AUSENTES,SAO JOSE DOS AUSENTES - RS,-28.74,-50.06,RS,21135.34602
4262,SAO LEOPOLDO,SAO LEOPOLDO - RS,-29.76,-51.14,RS,1201433.672
4263,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL - RS,-31.36,-51.97,RS,275864.4605
4264,SAO LUIZ GONZAGA,SAO LUIZ GONZAGA - RS,-28.4,-54.96,RS,279657.3702
4265,SAO MARCOS,SAO MARCOS - RS,-28.97,-51.06,RS,105302.6321
4266,SAO MARTINHO,SAO MARTINHO - RS,-27.7,-53.96,RS,40825.1268
4267,SAO MARTINHO DA SERRA,SAO MARTINHO DA SERRA - RS,-29.53,-53.85,RS,21569.19009
4268,SAO MIGUEL DAS MISSOES,SAO MIGUEL DAS MISSOES - RS,-28.56,-54.55,RS,45267.68143
4269,SAO NICOLAU,SAO NICOLAU - RS,-28.18,-55.26,RS,41812.98979
4270,SAO PAULO DAS MISSOES,SAO PAULO DAS MISSOES - RS,-28.02,-54.93,RS,50665.66107
4271,SAO PEDRO DA SERRA,SAO PEDRO DA SERRA - RS,-29.42,-51.51,RS,15322.49982
4272,SAO PEDRO DO BUTIA,SAO PEDRO DO BUTIA - RS,-28.12,-54.88,RS,18128.83801
4273,SAO PEDRO DO SUL,SAO PEDRO DO SUL - RS,-29.62,-54.17,RS,113008.2316
4274,SAO SEBASTIAO DO CAI,SAO SEBASTIAO DO CAI - RS,-29.58,-51.37,RS,120565.003
4275,SAO SEPE,SAO SEPE - RS,-30.16,-53.56,RS,159721.6964
4276,SAO VALENTIM,SAO VALENTIM - RS,-27.55,-52.52,RS,27256.64394
4277,SAO VALENTIM DO SUL,SAO VALENTIM DO SUL - RS,-29.04,-51.76,RS,14487.79458
4278,SAO VALERIO DO SUL,SAO VALERIO DO SUL - RS,-27.78,-53.93,RS,15751.82893
4279,SAO VENDELINO,SAO VENDELINO - RS,-29.36,-51.37,RS,10930.79045
4280,SAO VICENTE DO SUL,SAO VICENTE DO SUL - RS,-29.69,-54.67,RS,54423.86154
4281,SAPIRANGA,SAPIRANGA - RS,-29.63,-51,RS,426001.7553
4282,SAPUCAIA DO SUL,SAPUCAIA DO SUL - RS,-29.83,-51.14,RS,724281.3401
4283,SARANDI,SARANDI - RS,-27.94,-52.92,RS,107870.9612
4284,SEBERI,SEBERI - RS,-27.47,-53.4,RS,77604.81864
4285,SEDE NOVA,SEDE NOVA - RS,-27.63,-53.94,RS,22987.2027
4286,SEGREDO,SEGREDO - RS,-29.26,-53.01,RS,46248.96612
4287,SELBACH,SELBACH - RS,-28.62,-52.95,RS,29654.66689
4288,SENADOR SALGADO FILHO,SENADOR SALGADO FILHO - RS,-28.03,-54.54,RS,18298.59403
4289,SENTINELA DO SUL,SENTINELA DO SUL - RS,-30.61,-51.57,RS,27977.25645
4290,SERAFINA CORREA,SERAFINA CORREA - RS,-28.71,-51.93,RS,60376.93184
4291,SERIO,SERIO - RS,-29.38,-52.26,RS,20872.61925
4292,SERTAO,SERTAO - RS,-27.98,-52.26,RS,48900.81686
4293,SERTAO SANTANA,SERTAO SANTANA - RS,-30.46,-51.6,RS,32183.41849
4294,SETE DE SETEMBRO,SETE DE SETEMBRO - RS,-28.13,-54.46,RS,15415.90865
4295,SEVERIANO DE ALMEIDA,SEVERIANO DE ALMEIDA - RS,-27.43,-52.11,RS,26015.30097
4296,SILVEIRA MARTINS,SILVEIRA MARTINS - RS,-29.64,-53.58,RS,17396.44482
4297,SINIMBU,SINIMBU - RS,-29.53,-52.52,RS,63212.461
4298,SOBRADINHO,SOBRADINHO - RS,-29.42,-53.02,RS,96699.47208
4299,SOLEDADE,SOLEDADE - RS,-28.81,-52.51,RS,186824.0221
4300,TABAI,TABAI - RS,-29.64,-51.68,RS,20732.806
4301,TAPEJARA,TAPEJARA - RS,-28.06,-52.01,RS,92699.1957
4302,TAPERA,TAPERA - RS,-28.62,-52.87,RS,71965.20733
4303,TAPES,TAPES - RS,-30.67,-51.39,RS,93492.88563
4304,TAQUARA,TAQUARA - RS,-29.65,-50.78,RS,332330.0501
4305,TAQUARI,TAQUARI - RS,-29.8,-51.86,RS,162579.3939
4306,TAQUARUCU DO SUL,TAQUARUCU DO SUL - RS,-27.4,-53.46,RS,20667.75677
4307,TAVARES,TAVARES - RS,-31.28,-51.09,RS,31667.78884
4308,TENENTE PORTELA,TENENTE PORTELA - RS,-27.37,-53.75,RS,89269.53126
4309,TERRA DE AREIA,TERRA DE AREIA - RS,-29.58,-50.07,RS,68140.32142
4310,TEUTONIA,TEUTONIA - RS,-29.44,-51.8,RS,128067.1674
4311,TIRADENTES DO SUL,TIRADENTES DO SUL - RS,-27.39,-54.08,RS,54388.96717
4312,TOROPI,TOROPI - RS,-29.47,-54.22,RS,20375.15535
4313,TORRES,TORRES - RS,-29.33,-49.72,RS,166406.1275
4314,TRAMANDAI,TRAMANDAI - RS,-29.98,-50.13,RS,169214.9128
4315,TRAVESSEIRO,TRAVESSEIRO - RS,-29.29,-52.05,RS,14569.90996
4316,TRES ARROIOS,TRES ARROIOS - RS,-27.49,-52.14,RS,21410.2786
4317,TRES CACHOEIRAS,TRES CACHOEIRAS - RS,-29.45,-49.92,RS,59033.3019
4318,TRES COROAS,TRES COROAS - RS,-29.51,-50.77,RS,112860.6212
4319,TRES DE MAIO,TRES DE MAIO - RS,-27.77,-54.24,RS,166070.8758
4320,TRES FORQUILHAS,TRES FORQUILHAS - RS,-29.53,-50.06,RS,22012.48043
4321,TRES PALMEIRAS,TRES PALMEIRAS - RS,-27.61,-52.84,RS,33267.0452
4322,TRES PASSOS,TRES PASSOS - RS,-27.45,-53.93,RS,161205.0136
4323,TRINDADE DO SUL,TRINDADE DO SUL - RS,-27.52,-52.89,RS,42889.28523
4324,TRIUNFO,TRIUNFO - RS,-29.94,-51.71,RS,125001.6908
4325,TUCUNDUVA,TUCUNDUVA - RS,-27.65,-54.44,RS,43025.45557
4326,TUNAS,TUNAS - RS,-29.1,-52.95,RS,29327.24061
4327,TUPANCI DO SUL,TUPANCI DO SUL - RS,-27.92,-51.53,RS,14208.45803
4328,TUPANCIRETA,TUPANCIRETA - RS,-29.08,-53.83,RS,127852.4995
4329,TUPANDI,TUPANDI - RS,-29.47,-51.42,RS,16857.9038
4330,TUPARENDI,TUPARENDI - RS,-27.75,-54.48,RS,60601.17312
4331,TURUCU,TURUCU - RS,-31.42,-52.17,RS,21884.42885
4332,UBIRETAMA,UBIRETAMA - RS,-28.04,-54.68,RS,18053.72206
4333,UNIAO DA SERRA,UNIAO DA SERRA - RS,-28.79,-52.03,RS,13542.97604
4334,UNISTALDA,UNISTALDA - RS,-29.04,-55.15,RS,17711.25217
4335,URUGUAIANA,URUGUAIANA - RS,-29.75,-57.08,RS,826157.8663
4336,VACARIA,VACARIA - RS,-28.51,-50.93,RS,365265.6464
4337,VALE DO SOL,VALE DO SOL - RS,-29.6,-52.68,RS,72471.60084
4338,VALE REAL,VALE REAL - RS,-29.39,-51.25,RS,23166.36744
4339,VALE VERDE,VALE VERDE - RS,-29.78,-52.18,RS,16349.47179
4340,VANINI,VANINI - RS,-28.47,-51.84,RS,12859.8637
4341,VENANCIO AIRES,VENANCIO AIRES - RS,-29.6,-52.19,RS,381730.7403
4342,VERA CRUZ,VERA CRUZ - RS,-29.71,-52.5,RS,121042.1767
4343,VERANOPOLIS,VERANOPOLIS - RS,-28.93,-51.54,RS,124212.326
4344,VESPASIANO CORREA,VESPASIANO CORREA - RS,-29.06,-51.85,RS,14817.3428
4345,VIADUTOS,VIADUTOS - RS,-27.56,-52.02,RS,44692.64534
4346,VIAMAO,VIAMAO - RS,-30.08,-51.02,RS,1374715.286
4347,VICENTE DUTRA,VICENTE DUTRA - RS,-27.16,-53.4,RS,41553.63771
4348,VICTOR GRAEFF,VICTOR GRAEFF - RS,-28.56,-52.74,RS,23818.78285
4349,VILA FLORES,VILA FLORES - RS,-28.86,-51.53,RS,17974.41249
4350,VILA LANGARO,VILA LANGARO - RS,-28.1,-52.14,RS,16113.52873
4351,VILA MARIA,VILA MARIA - RS,-28.53,-52.15,RS,24810.94688
4352,VILA NOVA DO SUL,VILA NOVA DO SUL - RS,-30.34,-53.88,RS,27575.55345
4353,VISTA ALEGRE,VISTA ALEGRE - RS,-27.36,-53.49,RS,18408.1561
4354,VISTA ALEGRE DO PRATA,VISTA ALEGRE DO PRATA - RS,-28.8,-51.79,RS,11750.63674
4355,VISTA GAUCHA,VISTA GAUCHA - RS,-27.29,-53.7,RS,18056.54556
4356,VITORIA DAS MISSOES,VITORIA DAS MISSOES - RS,-28.35,-54.49,RS,25262.61546
4357,XANGRI-LA,XANGRI-LA - RS,-29.8,-50.04,RS,42645.09101
4358,ABDON BATISTA,ABDON BATISTA - SC,-27.61,-51.02,SC,18782.16911
4359,ABELARDO LUZ,ABELARDO LUZ - SC,-26.56,-52.32,SC,90324.34906
4360,AGROLANDIA,AGROLANDIA - SC,-27.41,-49.82,SC,51438.46799
4361,AGRONOMICA,AGRONOMICA - SC,-27.26,-49.71,SC,24188.09528
4362,AGUA DOCE,AGUA DOCE - SC,-26.99,-51.55,SC,44538.09711
4363,AGUAS DE CHAPECO,AGUAS DE CHAPECO - SC,-27.07,-52.98,SC,38616.13807
4364,AGUAS FRIAS,AGUAS FRIAS - SC,-26.88,-52.85,SC,20007.24675
4365,AGUAS MORNAS,AGUAS MORNAS - SC,-27.69,-48.82,SC,32664.1716
4366,ALFREDO WAGNER,ALFREDO WAGNER - SC,-27.7,-49.33,SC,56237.09528
4367,ALTO BELA VISTA,ALTO BELA VISTA - SC,-27.45,-51.87,SC,14283.92296
4368,ANCHIETA,ANCHIETA - SC,-26.53,-53.33,SC,50240.06209
4369,ANGELINA,ANGELINA - SC,-27.56,-48.98,SC,36404.28115
4370,ANITA GARIBALDI,ANITA GARIBALDI - SC,-27.68,-51.13,SC,60204.32348
4371,ANITAPOLIS,ANITAPOLIS - SC,-27.9,-49.12,SC,22618.69519
4372,ANTONIO CARLOS,ANTONIO CARLOS - SC,-27.51,-48.76,SC,40190.94016
